"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","EBOOK","2020","1","6","The Sea Queen: Half-Drowned King Series, Book 2","Linnea Hartsuyker","Fantasy, Fiction, Historical Fiction, Literature","HarperCollins Publishers Inc.","2018"
"Digital","OverDrive","EBOOK","2020","1","1","Me Too!","Valeri Gorbachev","Juvenile Fiction, Juvenile Literature","Holiday House","2013"
"Physical","Horizon","SOUNDDISC","2020","1","1","Ultimate collection / Steel Pulse.","Steel Pulse (Musical group)","Reggae music","Hip-O Records,","[2000]"
"Physical","Horizon","BOOK","2020","1","2","Garden city : work, rest, and the art of being human / John Mark Comer.","Comer, John Mark, 1980-","Theological anthropology Christianity, Vocation Christianity, Work Religious aspects Christianity, Christian life","Zondervan,","2015."
"Digital","OverDrive","EBOOK","2020","1","2","The Rocks: A Novel","Peter Nichols","Fiction, Literature","Penguin Group (USA), Inc.","2015"
"Digital","OverDrive","EBOOK","2020","1","2","A More Perfect Heaven: How Copernicus Revolutionized the Cosmos","Dava Sobel","Biography & Autobiography, History, Nonfiction, Science","Bloomsbury USA","2011"
"Physical","Horizon","BOOK","2020","1","1","Justice League Dark. Volume 3, The death of magic / Jeff Lemire, Ray Fawkes, writers ; Mikel Janin, Graham Nolan, Victor Drujiniu, Vicente Cifuentes, artists ; Jeromy Cox, colorist ; Rob Leigh, Carlos M. Mangual, letterers ; Mikel Janin, collection cover artist.","Lemire, Jeff","Graphic novels, Comic books strips etc","DC Comics,","[2014]"
"Digital","OverDrive","EBOOK","2020","1","1","Breath of Iron","Kate Cross","Fantasy, Fiction, Historical Fiction","Penguin Group (USA), Inc.","2013"
"Physical","Horizon","BOOK","2020","1","1","The essence of Tsongkhapa's teachings : the Dalai Lama on the three principle aspects of the path / [by His Holiness the XIV Dalai Lama] ; translated by Ven. Lhakdor and edited by Jeremy Russell.","Bstan-ʾdzin-rgya-mtsho, Dalai Lama XIV, 1935-","Tsong kha pa Blo bzang grags pa 1357 1419 Lam gyi gtso bo rnam gsum, Lam rim, Spiritual life Dge lus pa Sect","Wisdom Publications,","[2019]"
"Physical","Horizon","BOOK","2020","1","1","Till we have faces : a myth retold / C.S. Lewis ; drawings by Fritz Eichenberg.","Lewis, C. S. (Clive Staples), 1898-1963","Psyche Greek deity Fiction, Cupid Roman deity Fiction, Eros Greek deity Fiction, Historical fiction, Fantasy fiction","Harcourt Brace & Co.,","1984."
"Digital","OverDrive","AUDIOBOOK","2020","1","2","Settle for More (Unabridged)","Megyn Kelly","Biography & Autobiography, Nonfiction, Politics","HarperCollins Publishers Inc.","2016"
"Physical","Horizon","SOUNDDISC","2020","1","1","Leah & Chloe / Rising Appalachia.","Rising Appalachia (Musical group)","Folk music United States, Folk songs English United States, Bluegrass music 2001 2010","Rising Appalachia,","[2005]"
"Digital","OverDrive","EBOOK","2020","1","2","Brainquake","Samuel Fuller","Fiction, Mystery, Suspense, Thriller","Random House, Inc.","2014"
"Digital","OverDrive","EBOOK","2020","1","2","Revolution","Russell Brand","Biography & Autobiography, Humor (Nonfiction), Nonfiction, Politics","Random House, Inc.","2014"
"Physical","Horizon","SOUNDDISC","2020","1","1","Twinkle / Girls' Generation.","Girls' Generation (Musical group)","Popular music Korea South 2011 2020, Songs Korean","S.M .Entertainment,","[2012]"
"Physical","Horizon","BOOK","2020","1","1","Miracle at Midway / Gordon W. Prange, Donald M. Goldstein and Katherine V. Dillon.","Prange, Gordon W. (Gordon William), 1910-1980","Midway Battle of 1942","McGraw-Hill,","[1982]"
"Physical","Horizon","BOOK","2020","1","3","The Flying Chinese Wonders / created by Jeff Brown ; written by Josh Greenhut ; pictures by Macky Pamintuan.","Greenhut, Josh","Adventure and adventurers Fiction, Lambchop Stanley Fictitious character Juvenile fiction, Acrobatics Juvenile fiction, Adventure stories, China Juvenile fiction","Harper,","[2011]"
"Physical","Horizon","BOOK","2020","1","2","For all the tea in China : how England stole the world's favorite drink and changed history / Sarah Rose.","Rose, Sarah, 1974-","Fortune Robert 1813 1880 Travel China, East India Company History 19th century, Tea trade Great Britain History 19th century, Tea trade China History 19th century, Tea Great Britain History 19th century, Tea China History 19th century, Spies Great Britain Biography, Business intelligence Great Britain History 19th century, China Description and travel, Himalaya Mountains Description and travel","Viking,","2010."
"Physical","Horizon","BOOK","2020","1","1","Résumé empower! : shattering the paper ceiling / Tom Washington and Gary Kanter.","Washington, Tom, 1949-","R‚sum‚s Employment, Career changes, Job hunting, Career development","Mount Vernon Press,","[2009]"
"Digital","OverDrive","EBOOK","2020","1","1","Phantom Hitchhikers and Other Urban Legends: The Strange Stories Behind Tall Tales","Albert Jack","Nonfiction, Reference","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2020","1","2","An Engagement in Seattle","Debbie Macomber","Fiction, Romance","Harlequin Enterprises, Ltd.","2011"
"Digital","OverDrive","AUDIOBOOK","2020","1","4","Stoneheart: Stoneheart Trilogy, Book 1 (unabridged) (Unabridged)","Charlie Fletcher","Fantasy, Young Adult Fiction","Scholastic Inc. Audiobooks","2009"
"Digital","OverDrive","EBOOK","2020","1","1","The Mystery of the Spiral Bridge: Hardy Boys Series, Book 45","Franklin W. Dixon","Juvenile Fiction, Mystery","Penguin Group (USA), Inc.","2011"
"Digital","OverDrive","EBOOK","2020","1","12","Disney's Land: Walt Disney and the Invention of the Amusement Park That Changed the World","Richard Snow","Business, Economics, Entertainment, Nonfiction","Simon & Schuster, Inc.","2019"
"Digital","OverDrive","EBOOK","2020","1","2","Circus of the Damned: Anita Blake, Vampire Hunter Series, Book 3","Laurell K. Hamilton","Fantasy, Fiction, Romance","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","BOOK","2020","1","1","Wednesday the rabbi got wet / by Harry Kemelman.","Kemelman, Harry",,"Morrow,","1976."
"Physical","Horizon","BOOK","2020","1","1","How we learned to lie / Meredith Miller.","Miller, Meredith.","Honesty Fiction, Best friends Fiction, Friendship Fiction, Teenage girls Fiction, Truthfulness and falsehood Fiction, Missing persons Fiction, Dysfunctional families Fiction, Long Island N Y Fiction, Young adult fiction","Harper, an imprint of HarperCollinsPublishers,","[2018]"
"Physical","Horizon","BOOK","2020","1","16","Like a mother : a feminist journey through the science and culture of pregnancy / Angela Garbes.","Garbes, Angela","Pregnancy, Motherhood","HarperWave, an imprint of HarperCollinsPublishers,","[2018]"
"Digital","OverDrive","AUDIOBOOK","2020","1","1","The Langoliers: One Past Midnight (unabridged) (Unabridged)","Stephen King","Fiction, Horror","HighBridge Company","2008"
"Physical","Horizon","BOOK","2020","1","1","What do you do with a grumpy kangaroo? : a book about feelings / by Jane Belk Moncure ; illustrated by Mernie Gallagher-Cole.","Moncure, Jane Belk","Kangaroos Juvenile fiction, Emotions Juvenile fiction, Friendship Juvenile fiction, Behavior Fiction","The Child's World,","[2013], c2014."
"Physical","Horizon","BOOK","2020","1","4","Middle bear / Susanna Isern ; [illustrations], Manon Gauthier.","Isern, Susanna","Families Juvenile fiction, Perseverance Ethics Juvenile fiction","Kids Can Press,","2017."
"Digital","OverDrive","EBOOK","2020","1","4","Outcast: Warriors: Power of Three Series, Book 3","Erin Hunter","Fantasy, Juvenile Fiction","HarperCollins Publishers Inc.","2008"
"Physical","Horizon","BOOK","2020","1","4","Venice : city guide / [author, Lisa Gerard-Sharp].","Gerard-Sharp, Lisa","Venice Italy Guidebooks","APA Publications,","2016."
"Physical","Horizon","BOOK","2020","1","4","Tiling : a homeowner's guide / Joseph Truini.","Truini, Joseph","Tile laying Amateurs manuals","The Taunton Press, Inc.,","[2015]"
"Digital","OverDrive","AUDIOBOOK","2020","1","39","Fifty Shades of Grey: Fifty Shades Trilogy, Book 1 (unabridged) (Unabridged)","E L James","Erotic Literature, Fiction, Romance","Books on Tape","2012"
"Physical","Horizon","BOOK","2020","1","2","The ruin of angels / Max Gladstone.","Gladstone, Max","Gods Fiction, Sisters Fiction, Investment bankers Fiction, Science fiction, Fantasy fiction","Tom Doherty Associates,","2017."
"Physical","Horizon","BOOK","2020","1","1","Ethan Frome / Edith Wharton ; with an introduction and notes by Elizabeth Ammons.","Wharton, Edith, 1862-1937","Triangles Interpersonal relations Fiction, Accident victims Fiction, Married people Fiction, Rural poor Fiction, Farm life Fiction, Massachusetts Fiction, Love stories, Domestic fiction","Penguin,","[2005]"
"Digital","OverDrive","AUDIOBOOK","2020","1","3","Something Rotten: Thursday Next Series, Book 4 (unabridged) (Unabridged)","Jasper Fforde","Fiction, Mystery","Recorded Books, LLC","2017"
"Digital","OverDrive","AUDIOBOOK","2020","1","8","The Next Person You Meet in Heaven: The Sequel to The Five People You Meet in Heaven (unabridged) (Unabridged)","Mitch Albom","Fiction, Literature","HarperCollins Publishers Inc.","2018"
"Physical","Horizon","BOOK","2020","1","2","The trail ride / by Catherine Hapka ; pictures by Anne Kennedy.","Hapka, Cathy","Ponies Juvenile fiction, Horses Fiction","Harper,","[2012]"
"Physical","Horizon","BOOK","2020","1","2","Golden Hill : a novel of old New York / Francis Spufford.","Spufford, Francis, 1964-","New York State History Colonial period ca 1600 1775 Fiction, Historical fiction, Thrillers Fiction","Scribner,","2017."
"Physical","Horizon","BOOK","2020","1","2","On color / David Scott Kastan, with Stephen Farthing.","Kastan, David Scott","Color Psychological aspects, Color Philosophy Social aspects","Yale University Press,","[2018]"
"Digital","OverDrive","EBOOK","2020","1","3","Code to Zero","Ken Follett","Fiction, Thriller","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","BOOK","2020","1","2","Two speckled eggs / Jennifer K. Mann.","Mann, Jennifer K.","Birthdays Juvenile fiction, Birthday parties Juvenile fiction","Candlewick Press,","2014."
"Physical","Horizon","BOOK","2020","1","1","Belly up : stories / Rita Bullwinkel.","Bullwinkel, Rita.","Short stories","A Strange Object,","[2018]"
"Physical","Horizon","BOOK","2020","1","1","The witch's broom : the craft, lore & magick of broomsticks / Deborah Blake.","Blake, Deborah, 1960-","Witchcraft, Witches, Magic","Llewellyn Publications,","2014."
"Physical","Horizon","BOOK","2020","1","2","Big fantastic Earth / by Jen Green.","Green, Jen","Geology Juvenile literature, Ecology Juvenile literature, Earth Planet Juvenile literature","DK Publishing,","2016."
"Physical","Horizon","BOOK","2020","1","1","Pokémon Omega Ruby Alpha Sapphire. Vol. 1 / story, Hidenori Kusaka ; art, Satoshi Yamamoto ; translation, Tetsuichiro Miyaki ; English adaptation, Bryant Turnage.","Kusaka, Hidenori","Pok‚mon Fictitious characters Comic books strips etc, Pok‚mon Game Comic books strips etc, Cartoons and comics, Action and adventure comics, Graphic novels, Comics Graphic works","VIZ Media, LLC,","[2016]"
"Physical","Horizon","VIDEODISC","2020","1","5","Harper / Warner Bros. Pictures ; produced by Jerry Gershwin and Elliott Kastner ; screenplay by William Goldman ; directed by Jack Smight.",,"Private investigators California Los Angeles Drama, Kidnapping California Los Angeles Drama, Murder California Los Angeles Drama, Los Angeles Calif Drama, Feature films, Detective and mystery films, Fiction films, Video recordings for the hearing impaired","Distributed by Warner Home Video,","[2006]"
"Physical","Horizon","BOOK","2020","1","1","Enemies at home / Lindsey Davis.","Davis, Lindsey","Private investigators Italy Rome Fiction, Rome Italy Fiction, Mystery fiction, Historical fiction","Minotaur Books,","2014."
"Physical","Horizon","BOOK","2020","1","1","Xone of contention / Piers Anthony.","Anthony, Piers","Xanth Imaginary place Fiction, Humorous fiction, Fantasy fiction","Tor,","2000."
"Physical","Horizon","SOUNDDISC","2020","1","2","Work to do / Marc Cohn & Blind Boys of Alabama.","Cohn, Marc","Popular music 2011 2020, Gospel music, Popular music, Gospel music","BMG Rights Management (US),","[2019]"
"Physical","Horizon","BOOK","2020","1","1","Around the world right now / Gina Cascone and Bryony Williams Sheppard ; illustrated by Olivia Beckman.","Cascone, Gina, 1955-","Geography Juvenile literature, Travel Juvenile literature, Culture Juvenile literature","Sleeping Bear Press,","[2017]"
"Physical","Horizon","BOOK","2020","1","1","The earthwise herbal repertory : the definitive practitioner's guide / Matthew Wood with David Ryan.","Wood, Matthew, 1954-","Medicinal plants, Materia medica Vegetable, Herbs Therapeutic use, Alternative medicine","North Atlantic Books,","[2016]"
"Physical","Horizon","BOOK","2020","1","7","The storm whale in winter / Benji Davies.","Davies, Benji","Fathers and sons Juvenile fiction, Storms Juvenile fiction, Whales Juvenile fiction, Winter storms Fiction","Henry Holt and Company,","[2017]"
"Physical","Horizon","BOOK","2020","1","7","Monkey with a tool belt and the silly school mystery / Chris Monroe.","Monroe, Chris","Tools Juvenile fiction, Schools Juvenile fiction, Monkeys Juvenile fiction, Animals Juvenile fiction, Mystery and detective stories, Picture books","Carolrhoda Books,","[2017]"
"Physical","Horizon","BOOK","2020","1","1","The moulding of Communists; the training of the Communist cadre.","Meyer, Frank S.","Communist parties, Communists","Harcourt, Brace,","[1961]"
"Physical","Horizon","BOOK","2020","1","5","Drew Pendous travels to ancient Egypt / adapted by David Lewman ; based on the screenplay by Rachel O. Crouse ; illustrated by Robert Dress ; art direction by Dan Markowitz.","Lewman, David","Time travel Juvenile fiction, Great Sphinx Egypt Juvenile fiction, Egypt Juvenile fiction","Sterling Children's Books,","[2019]"
"Physical","Horizon","BOOK","2020","1","1","Good people : the only leadership decision that really matters / Anthony Tjan.","Tjan, Anthony K.","Leadership, Employee motivation","Portfolio/Penguin,","c2017."
"Physical","Horizon","BOOK","2020","1","2","The search for Major Plagge : the Nazi who saved Jews / Michael Good.","Good, Michael, 1957-","Good William Z, Good Pearl, Plagge Karl 1897 1957, Good Michael 1957 Correspondence, Jews Persecutions Lithuania, Holocaust Jewish 1939 1945 Personal narratives, Righteous Gentiles in the Holocaust Germany Biography, Lithuania Ethnic relations","Fordham University Press,","2005."
"Physical","Horizon","BOOK","2020","1","1","Would you rather ... shake like a dog or climb like a cat? / Camilla de la Bédoyère and Mel Howells.","De la Bédoyère, Camilla","Pets Miscellanea Juvenile literature, Dogs Miscellanea Juvenile literature, Cats Miscellanea Juvenile literature, Childrens questions and answers","QEB Publishing, Inc.,","[2015]"
"Physical","Horizon","BOOK","2020","1","1","Waterlilies and lotuses : species, cultivars, and new hybrids / Perry D. Slocum.","Slocum, Perry D.","Lilies, Lotus","Timber Press,","2005."
"Digital","OverDrive","EBOOK","2020","1","7","Pinkalicious and Planet Pink: I Can Read Level 1","Victoria Kann","Beginning Reader, Humor (Fiction), Juvenile Fiction","HarperCollins Publishers Inc.","2016"
